source_desc,sector_desc,group_desc,commodity_desc,class_desc,prodn_practice_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domain_desc,domaincat_desc,agg_level_desc,state_ansi,state_fips_code,state_alpha,state_name,asd_code,asd_desc,county_ansi,county_code,county_name,region_desc,zip_5,watershed_code,watershed_desc,congr_district_code,country_code,country_name,location_desc,year,freq_desc,begin_code,end_code,reference_period_desc,week_ending,load_time,Value,CV (%)
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1997,ANNUAL,0,0,YEAR,,1997-05-11 15:54:28,78100.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1995,ANNUAL,0,0,YEAR,,1995-05-11 15:54:28,88900.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1993,ANNUAL,0,0,YEAR,,1993-05-11 15:54:28,93200.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1991,ANNUAL,0,0,YEAR,,1991-05-11 15:54:28,97900.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2011,ANNUAL,0,0,YEAR,,2011-08-10 08:55:14,200.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2009,ANNUAL,0,0,YEAR,,2009-06-13 10:34:43,300.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2005,ANNUAL,0,0,YEAR,,2005-05-11 15:54:28,1100.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2003,ANNUAL,0,0,YEAR,,2003-05-11 15:54:28,800.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2001,ANNUAL,0,0,YEAR,,2001-05-11 15:54:28,800.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1999,ANNUAL,0,0,YEAR,,1999-05-11 15:54:28,800.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2011,ANNUAL,0,0,YEAR,,2011-08-10 08:55:14,2900.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2009,ANNUAL,0,0,YEAR,,2009-06-13 10:34:43,,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2005,ANNUAL,0,0,YEAR,,2005-05-11 15:54:28,200.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1991,ANNUAL,0,0,YEAR,,1991-05-11 15:54:28,1100.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2011,ANNUAL,0,0,YEAR,,2011-08-10 08:55:14,110700.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2009,ANNUAL,0,0,YEAR,,2009-06-13 10:34:43,94600.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2005,ANNUAL,0,0,YEAR,,2005-05-11 15:54:28,102500.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2003,ANNUAL,0,0,YEAR,,2003-05-11 15:54:28,87200.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2001,ANNUAL,0,0,YEAR,,2001-05-11 15:54:28,53000.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1999,ANNUAL,0,0,YEAR,,1999-05-11 15:54:28,123000.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1997,ANNUAL,0,0,YEAR,,1997-05-11 15:54:28,106100.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1995,ANNUAL,0,0,YEAR,,1995-05-11 15:54:28,113000.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIADIMEFON = 109901)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2011,ANNUAL,0,0,YEAR,,2011-08-10 08:55:14,,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2011,ANNUAL,0,0,YEAR,,2011-08-10 08:55:14,,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2009,ANNUAL,0,0,YEAR,,2009-06-13 10:34:43,200.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2005,ANNUAL,0,0,YEAR,,2005-05-11 15:54:28,100.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2011,ANNUAL,0,0,YEAR,,2011-08-10 08:55:14,3900.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2009,ANNUAL,0,0,YEAR,,2009-06-13 10:34:43,,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFORINE = 107901)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1993,ANNUAL,0,0,YEAR,,1993-05-11 15:54:28,300.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFORINE = 107901)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1991,ANNUAL,0,0,YEAR,,1991-05-11 15:54:28,300.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (VINCLOZOLIN = 113201)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1997,ANNUAL,0,0,YEAR,,1997-05-11 15:54:28,500.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (VINCLOZOLIN = 113201)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1993,ANNUAL,0,0,YEAR,,1993-05-11 15:54:28,1500.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (VINCLOZOLIN = 113201)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1991,ANNUAL,0,0,YEAR,,1991-05-11 15:54:28,600.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2011,ANNUAL,0,0,YEAR,,2011-08-10 08:55:14,,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2009,ANNUAL,0,0,YEAR,,2009-06-13 10:34:43,,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2003,ANNUAL,0,0,YEAR,,2003-05-11 15:54:28,1600.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1999,ANNUAL,0,0,YEAR,,1999-05-11 15:54:28,1800.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1997,ANNUAL,0,0,YEAR,,1997-05-11 15:54:28,2900.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1993,ANNUAL,0,0,YEAR,,1993-05-11 15:54:28,3900.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D = 30001)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2003,ANNUAL,0,0,YEAR,,2003-05-11 15:54:28,700.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D = 30001)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2001,ANNUAL,0,0,YEAR,,2001-05-11 15:54:28,500.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D = 30001)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1999,ANNUAL,0,0,YEAR,,1999-05-11 15:54:28,1100.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D = 30001)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1997,ANNUAL,0,0,YEAR,,1997-05-11 15:54:28,3700.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D = 30001)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1995,ANNUAL,0,0,YEAR,,1995-05-11 15:54:28,3300.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D = 30001)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1993,ANNUAL,0,0,YEAR,,1993-05-11 15:54:28,2000.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D = 30001)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1991,ANNUAL,0,0,YEAR,,1991-05-11 15:54:28,5200.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIETH. SALT = 30016)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2011,ANNUAL,0,0,YEAR,,2011-08-10 08:55:14,300.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIETH. SALT = 30016)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2009,ANNUAL,0,0,YEAR,,2009-06-13 10:34:43,,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2011,ANNUAL,0,0,YEAR,,2011-08-10 08:55:14,2400.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2009,ANNUAL,0,0,YEAR,,2009-06-13 10:34:43,1300.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2005,ANNUAL,0,0,YEAR,,2005-05-11 15:54:28,400.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1999,ANNUAL,0,0,YEAR,,1999-05-11 15:54:28,1100.0,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2011,ANNUAL,0,0,YEAR,,2011-08-10 08:55:14,,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2009,ANNUAL,0,0,YEAR,,2009-06-13 10:34:43,,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,2009,ANNUAL,0,0,YEAR,,2009-06-13 10:34:43,,
SURVEY,ENVIRONMENTAL,FRUIT & TREE NUTS,CHERRIES,SWEET,ALL PRODUCTION PRACTICES,BEARING,APPLICATIONS,LB,"CHERRIES, SWEET, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)",STATE,41,41,OR,OREGON,,,,,,,,0,,,9000,UNITED STATES,OREGON,1993,ANNUAL,0,0,YEAR,,1993-05-11 15:54:28,100.0,
